t,px,py,pz,px_d,py_d,pz_d,vx,vy,vz,vx_d,vy_d,vz_d,psi,theta,phi,omega_1,omega_2,omega_3,omega_4,omega_5,omega_6,omega_cmd_1,omega_cmd_2,omega_cmd_3,omega_cmd_4,omega_cmd_5,omega_cmd_6,fc_x,fc_y,fc_z,Tc,int_x,int_y,int_z,fault
0.3000000000000001,-10.0,-10.0,1.845154570176115,-10.0,-10.0,2.0,-9.754707160585465e-17,2.7014991340136416e-17,-0.45910171094703217,0.0,0.0,0.0,4.6769171354324425e-18,-9.121910797247394e-17,-3.256721157718468e-20,776.6906699486589,776.6906699486589,776.6906699486589,776.6906699486588,776.6906699486586,776.6906699486586,775.6944704714668,775.6944704714668,775.6944704714668,775.6944704714668,775.6944704714667,775.6944704714667,2.2618443620364535e-16,-6.912287200954479e-17,13.177491483485907,13.177491483485907,0.0,0.0,-0.021251096422263853,0
0.3100000000000001,-10.0,-10.0,1.840623778681799,-10.0,-10.0,2.0,-1.0779988506418289e-16,2.680437482930527e-17,-0.4470718692572593,0.0,0.0,0.0,4.976409503175062e-18,-9.607461424360884e-17,3.527972415780723e-18,776.3762350415793,776.3762350415793,776.3762350415793,776.3762350415792,776.3762350415791,776.3762350415791,774.9560161766126,774.9560161766126,774.9560161766126,774.9560161766126,774.9560161766126,774.9560161766126,2.511987447997978e-16,-6.956776665566637e-17,13.152413714724203,13.152413714724203,0.0,0.0,-0.022799550720502704,0
0.3200000000000001,-10.0,-10.0,1.8362127911121202,-10.0,-10.0,2.0,-1.185619434158426e-16,2.6205152235357818e-17,-0.4351445511709136,0.0,0.0,0.0,5.15947845805852e-18,-1.0063603991981668e-16,7.238841068152119e-18,775.9851253072628,775.9851253072629,775.9851253072629,775.9851253072628,775.9851253072627,775.9851253072627,774.2185866360086,774.2185866360087,774.2185866360087,774.2185866360087,774.2185866360086,774.2185866360086,2.7760131977206325e-16,-6.902539667690709e-17,13.12739458191249,13.12739458191249,0.0,0.0,-0.024393312933684713,0
0.3300000000000001,-10.0,-10.0,1.8319204811104592,-10.0,-10.0,2.0,-1.297581409590088e-16,2.519554115316153e-17,-0.42333929160703393,0.0,0.0,0.0,5.223828565662001e-18,-1.043188810978369e-16,1.081516167573083e-17,775.5317617693338,775.5317617693339,775.5317617693339,775.5317617693338,775.5317617693337,775.5317617693337,773.4840392208578,773.4840392208579,773.4840392208579,773.4840392208579,773.4840392208577,773.4840392208577,3.053152788371025e-16,-6.74823061363373e-17,13.102496911863168,13.102496911863168,0.0,0.0,-0.026031185022563512,0
0.34000000000000014,-10.0,-10.0,1.8277455464001366,-10.0,-10.0,2.0,-1.4128080250916667e-16,2.3772695421230853e-17,-0.4116718511548497,0.0,0.0,0.0,5.200605521126507e-18,-1.070881104689582e-16,1.4608925126602984e-17,775.0282287553083,775.0282287553084,775.0282287553084,775.0282287553083,775.0282287553082,775.0282287553082,772.7539040236986,772.7539040236986,772.7539040236986,772.7539040236986,772.7539040236984,772.7539040236984,3.3414721323630105e-16,-6.488240198331041e-17,13.077772215664307,13.077772215664307,0.0,0.0,-0.02771198021145892,0
0.35000000000000014,-10.0,-10.0,1.8236865433797764,-10.0,-10.0,2.0,-1.5307305775253287e-16,2.194647914324779e-17,-0.4001548280639858,0.0,0.0,0.0,5.208853011711501e-18,-1.0964118122532571e-16,1.8657291981895942e-17,774.4846475936153,774.4846475936154,774.4846475936154,774.4846475936153,774.4846475936151,774.4846475936151,772.029436028057,772.029436028057,772.029436028057,772.029436028057,772.0294360280569,772.0294360280569,3.6381984277302234e-16,-6.121835491330812e-17,13.053262507803499,13.053262507803499,0.0,0.0,-0.029434524747457554,0
0.36000000000000015,-10.0,-10.0,1.8197419160961823,-10.0,-10.0,2.0,-1.6510969232961582e-16,1.9685745863834376e-17,-0.3887981734760749,0.0,0.0,0.0,5.193758757131084e-18,-1.1198124339113645e-16,2.26319597088519e-17,773.9094905456574,773.9094905456575,773.9094905456575,773.9094905456574,773.9094905456573,773.9094905456573,771.311659098077,771.311659098077,771.311659098077,771.311659098077,771.3116590980769,771.3116590980769,3.9418671762357023e-16,-5.651556651371488e-17,13.029001838999301,13.029001838999301,0.0,0.0,-0.031197659313659788,0
0.37000000000000016,-10.0,-10.0,1.815910020485135,-10.0,-10.0,2.0,-1.7736692978932922e-16,1.7016269616072417e-17,-0.3776096249260625,0.0,0.0,0.0,5.173392839362227e-18,-1.141265820236271e-16,2.6454131691304434e-17,773.3098445523018,773.3098445523019,773.3098445523019,773.3098445523018,773.3098445523017,773.3098445523017,770.6014030501319,770.6014030501319,770.6014030501319,770.6014030501319,770.6014030501318,770.6014030501318,4.251829069258395e-16,-5.069382986117455e-17,13.005017586864689,13.005017586864689,0.0,0.0,-0.033000240152697966,0
0.38000000000000017,-10.0,-10.0,1.8121891446318217,-10.0,-10.0,2.0,-1.8983025256098592e-16,1.3915939851240358e-17,-0.3665950708811395,0.0,0.0,0.0,5.157161521189635e-18,-1.1623522330321666e-16,3.038941404582337e-17,772.6916328323086,772.6916328323088,772.6916328323088,772.6916328323086,772.6916328323085,772.6916328323085,769.8993348796657,769.8993348796658,769.8993348796658,769.899334879666,769.8993348796657,769.8993348796657,4.567471826535003e-16,-4.3819517063552526e-17,12.981331541994363,12.981331541994363,0.0,0.0,-0.034841139947846614,0
0.3900000000000002,-10.0,-10.0,1.8085775256848897,-10.0,-10.0,2.0,-2.0248690717821087e-16,1.0387164770271908e-17,-0.3557588571423244,0.0,0.0,0.0,5.093140331096235e-18,-1.181011291601343e-16,3.4255928601673424e-17,772.059801078392,772.0598010783921,772.0598010783921,772.059801078392,772.0598010783918,772.0598010783918,769.2059850541731,769.2059850541732,769.2059850541732,769.2059850541733,769.2059850541731,769.2059850541731,4.88842159824368e-16,-3.58356900498821e-17,12.957960821419542,12.957960821419542,0.0,0.0,-0.0367192485015284,0
